parada/est.metro,Subidas día laboral por parada,Bajadas día Laboral por parada,comuna,Referencia,diseno_777,x,y
L-6-27-PO-50,227.53,13.03,QUILICURA,LUCILA GODOY / MANUEL ANTONIO MATTA,629,338114,6307151
L-6-27-OP-55,9.61,115.90,QUILICURA,LUCILA GODOY / MANUEL ANTONIO MATTA,629,338148,6307175
L-6-27-PO-60,325.59,547.71,QUILICURA,GRAL. SAN MARTíN / MANUEL ANTONIO MATTA,629,338381,6307087
L-6-27-OP-65,3.08,77.45,QUILICURA,E. SAVAL PRADOS / MANUEL ANTONIO MATTA,629,338395,6307117
L-6-40-OP-35,33.85,205.55,QUILICURA,VILLARRICA / SAN LUIS,629,337279,6306896
L-6-40-OP-40,58.01,219.95,QUILICURA,VOLCÃN LLAIMA / SAN LUIS,629,337475,6306864
L-6-40-PO-45,652.73,230.56,QUILICURA,C. MUNICIPAL / SAN LUIS,629,337447,6306857
L-6-40-OP-51,45.11,738.11,QUILICURA,SAN RICARDO / SAN LUIS,629,337676,6306818
L-6-44-NS-30,110.32,66.07,QUILICURA,MIRIAM / SANTA LUISA,629,338346,6307678
T-6-327-PO-3,1214.02,21.72,QUILICURA,P. JESÃšS OBRERO / LO MARCOLETA,630,336301,6307104
L-6-24-OP-3,1.56,1167.11,QUILICURA,JESÃšS OBRERO / LO MARCOLETA,630,336325,6307137
L-6-24-PO-5,1220.19,57.16,QUILICURA,NTRA. SRA. DEL CARMEN / LO MARCOLETA,630,336484,6307135
L-6-24-OP-10,1.49,949.33,QUILICURA,LOS JESUITAS / LO MARCOLETA,630,336500,6307163
L-6-24-PO-15,1042.98,85.82,QUILICURA,BENEDICTINOS / LO MARCOLETA,630,336719,6307205
L-6-40-NS-7,697.31,67.69,QUILICURA,PASAJE 9 / SAN LUIS,630,336814,6307201
L-6-40-NS-10,693.50,23.62,QUILICURA,MANUEL A. MATTA / SAN LUIS,630,336875,6307041
L-6-40-NS-15,39.71,11.19,QUILICURA,LAS GARZAS / SAN LUIS,630,336905,6306935
T-13-12-SN-30,447.42,732.87,MAIPÚ,MALL ARAUCO MAIPU,631,337151,6293746
T-13-12-SN-35,1044.81,1056.41,MAIPÚ,SANTA ELENA 2 / VESPUCIO,631,336931,6294193
T-13-54-NS-25,1640.19,2401.83,MAIPÚ,MONTE TABOR / AV. LOS PAJARITOS,631,337874,6294009
T-13-54-NS-30,806.31,873.79,MAIPÚ,JORGE DELANO / AV. LOS PAJARITOS,631,337712,6293740
T-13-54-NS-35,831.77,1039.09,MAIPÚ,JORGE INOSTROZA / AV. LOS PAJARITOS,631,337499,6293456
T-13-54-SN-50,842.56,1464.19,MAIPÚ,VESPUCIO / AV. LOS PAJARITOS,631,337439,6293346
T-13-12-SN-27,672.67,674.30,MAIPÚ,WERNER VON BRAUN / AV. VESPUCIO,631,337344,6293415
L-13-73-OP-5,457.42,459.30,MAIPÚ,VESPUCIO 2 / SANTA ELENA,631,336942,6294231
L-13-73-OP-10,66.17,223.64,MAIPÚ,VESPUCIO 1 / SANTA ELENA,631,337162,6294229
L-13-73-PO-15,170.06,175.63,MAIPÚ,LONGITUDINAL / SANTA ELENA,631,337220,6294192
Monte Tabor,5637.59,6584.16,MAIPÚ,none,631,337829,6293884
Monte Tabor,5637.59,6584.16,MAIPÚ,none,631,337829,6293884
L-13-101-NS-2,1224.12,1405.80,MAIPÚ,HUGO BRAVO / LOS PAJARITOS,632,338337,6294755
T-13-54-NS-15,1165.21,3094.29,MAIPÚ,ARQTO. H. BRAVO / AV. LOS PAJARITOS,632,338312,6294689
T-13-364-SN-6,42.89,36.22,MAIPÚ,EL DESCANSO / LONGITUDINAL,632,337567,6295219
L-13-37-SN-5,22.00,58.09,MAIPÚ,PUERTO WILLIAMS / ING. PEDRO GALLO,632,338052,6294891
L-13-37-SN-10,5.11,22.16,MAIPÚ,KAYAC / ING. PEDRO GALLO,632,338022,6294691
L-13-28-PO-45,561.52,9.67,MAIPÚ,CHUNGUNGO / EL DESCANSO,632,337917,6295200
L-13-28-PO-55,175.43,34.04,MAIPÚ,ING. PEDRO GALLO / EL DESCANSO,632,338205,6295188
L-13-28-PO-65,25.31,54.98,MAIPÚ,LOS PAJARITOS / EL DESCANSO,632,338474,6294978
L-13-9-OP-5,85.40,556.54,MAIPÚ,LONGITUDINAL / ARQUITECTO HUGO BRAVO,632,337521,6294725
L-13-9-OP-15,19.29,75.93,MAIPÚ,ARQTO. E. CAMUS / ARQUITECTO HUGO BRAVO,632,337771,6294707
L-13-9-OP-25,3755.29,2263.04,MAIPÚ,PJE. LUKAS / ARQUITECTO HUGO BRAVO,632,338254,6294673
Las Parcelas,10054.12,12161.95,MAIPÚ,none,632,338346,6294675
Las Parcelas,10054.12,12161.95,MAIPÚ,none,632,338346,6294675
T-13-364-SN-5,100.12,621.84,MAIPÚ,KIWI / LONGITUDINAL,633,337547,6295033
T-13-364-NS-20,149.65,44.51,MAIPÚ,HALCÓN / LONGITUDINAL,633,337525,6294968
T-13-364-NS-25,147.11,70.07,MAIPÚ,HUGO BRAVO / LONGITUDINAL,633,337495,6294732
T-13-12-SN-45,109.32,159.05,MAIPÚ,EL DESCANSO / VESPUCIO,633,336370,6295228
L-13-28-PO-15,311.42,2.17,MAIPÚ,ANITA LIZANA / EL DESCANSO,633,337044,6295231
L-13-28-PO-25,148.10,3.70,MAIPÚ,PARQUE ARAUCO / EL DESCANSO,633,337344,6295222
L-13-28-PO-35,170.66,6.62,MAIPÚ,LONGITUDINAL / EL DESCANSO,633,337548,6295209
L-13-103-NS-5,,,MAIPÚ,HERNAN DíAZ ARRIETA SUR / EL TRANQUE,634,333357,6286380
L-13-103-SN-5,560.54,1.48,MAIPÚ,HERNAN DIAZ ARRIETA SUR / EL TRANQUE,634,333388,6286384
L-13-103-SN-10,146.17,2.53,MAIPÚ,RENé OLIVARES B. / EL TRANQUE,634,333244,6286500
L-13-69-OP-15,0.64,84.27,MAIPÚ,EL TRANQUE / RENé OLIVARES B.,634,333245,6286522
L-13-14-OP-5,0.46,260.84,MAIPÚ,LOS TALAVERAS / CAMINO A MELIPILLA,634,333645,6286165
T-27-230-NS-35,63.45,554.66,EL BOSQUE,CLAUDIO ARRAU / LOS MORROS,635,344777,6284673
T-27-230-NS-40,41.40,339.87,EL BOSQUE,PJE. LOS GUINDOS / LOS MORROS,635,344725,6284429
T-27-230-NS-45,72.65,419.69,EL BOSQUE,LO MARTíNEZ / LOS MORROS,635,344671,6284176
L-16-4-NS-27,78.74,141.41,LO BARNECHEA,SENDA 12 / CAMINO CIRCUNVALACIÓN,636,360343,6308122
L-16-4-SN-40,130.19,41.65,LO BARNECHEA,SENDA 19 / CAMINO CIRCUNVALACIÓN,636,360402,6307903
L-16-3-PO-10,0.76,276.21,LO BARNECHEA,CIRCUNVALACIÓN / CAMINO CERRO 18,636,360378,6308229
L-16-3-OP-15,134.73,1.33,LO BARNECHEA,2 NOR ORIENTE / CAMINO CERRO 18,636,360387,6308250
L-16-4-PO-15,457.06,0.00,LO BARNECHEA,1 NORTE / CAMINO CIRCUNVALACIÓN,636,360242,6308299
L-16-4-OP-20,0.28,0.76,LO BARNECHEA,1 NORTE / CAMINO CIRCUNVALACIÓN,636,360287,6308283
L-16-4-SN-25,9.14,18.66,LO BARNECHEA,1 SUR / CAMINO CIRCUNVALACIÓN,636,360463,6308191
L-16-4-NS-30,114.13,97.08,LO BARNECHEA,SENDA 15 SUR / CAMINO CIRCUNVALACIÓN,636,360341,6307914
L-16-4-SN-35,174.89,18.05,LO BARNECHEA,SENDA 15 SUR / CAMINO CIRCUNVALACIÓN,636,360400,6308064
L-16-2-SN-5,0.00,49.56,LO BARNECHEA,CIRCUNVALACIÓN / 1 NORTE,636,360196,6308313
T-16-138-PO-10,603.15,215.07,LO BARNECHEA,LA PASARELA / RAÃšL LABBé,637,359888,6307578
T-16-450-NS-5,,,LO BARNECHEA,LA CUECA / LO BARNECHEA,637,359812,6308644
T-16-450-SN-5,18.30,0.00,LO BARNECHEA,LAS RIENDAS / LO BARNECHEA,637,359803,6308768
T-16-450-NS-10,989.88,827.00,LO BARNECHEA,EL GABINO / LO BARNECHEA,637,359691,6308506
L-16-27-NS-5,3.14,1.21,LO BARNECHEA,COMANDANTE MALBEC / LO BARNECHEA,637,359737,6308306
T-16-472-OP-5,1188.47,170.66,LO BARNECHEA,NAHUEL / EL GABINO,637,359510,6308550
L-16-21-OP-20,175.19,341.05,LO BARNECHEA,P. ARTEAGA BARROS / RAÃšL LABBé,637,359692,6307520
L-16-21-OP-25,325.97,414.11,LO BARNECHEA,AV. LO BARNECHEA / RAÃšL LABBé,637,359975,6307618
L-16-27-SN-5,0.00,0.25,LO BARNECHEA,LOS PATOS / LO BARNECHEA,637,359882,6307910
L-16-27-NS-10,0.22,1.52,LO BARNECHEA,LOS PATOS / LO BARNECHEA,637,359835,6307922
L-16-27-SN-10,,,LO BARNECHEA,MAIRA / LO BARNECHEA,637,359792,6308202
L-16-27-NS-15,0.00,0.46,LO BARNECHEA,GÓMEZ / LO BARNECHEA,637,359925,6307671
L-16-27-SN-15,40.61,34.36,LO BARNECHEA,EL TORIL / LO BARNECHEA,637,359730,6308497
L-16-16-SN-5,393.99,11.94,LO BARNECHEA,NIDO DE ÃGUILAS / LOS QUINCHEROS,637,360044,6308459
L-16-16-SN-10,82.97,0.79,LO BARNECHEA,MAIRA / LOS QUINCHEROS,637,360121,6308242
L-16-16-NS-15,2.33,293.11,LO BARNECHEA,MEDINA / LOS QUINCHEROS,637,360093,6308242
L-16-18-PO-5,1.57,216.30,LO BARNECHEA,LOS QUINCHEROS / NIDO DE ÃGUILAS,637,359970,6308467
L-16-19-SN-5,83.31,67.22,LO BARNECHEA,EL RODEO / PADRE ALFREDO ARTEAGA,637,359487,6308701
L-16-19-NS-10,197.99,162.71,LO BARNECHEA,EL GABINO / PADRE ALFREDO ARTEAGA,637,359435,6308581
L-16-19-SN-15,225.27,818.29,LO BARNECHEA,EL GABINO / PADRE ALFREDO ARTEAGA,637,359437,6308541
L-16-19-SN-30,72.76,421.62,LO BARNECHEA,GARRIDO / PADRE ALFREDO ARTEAGA,637,359521,6308044
L-16-19-SN-45,118.68,425.85,LO BARNECHEA,ROBLES / PADRE ALFREDO ARTEAGA,637,359624,6307691
L-16-12-OP-40,33.33,4.38,LO BARNECHEA,CAMINO EL CANDIL / EL RODEO,637,359494,6308734
L-16-12-PO-40,6.82,420.72,LO BARNECHEA,P. ARTEAGA BARROS / EL RODEO,637,359458,6308714
L-16-3-OP-5,247.11,4.66,LO BARNECHEA,LOS QUINCHEROS / CAMINO CERRO 18,637,360157,6308154
L-16-11-SN-5,0.00,95.73,LO BARNECHEA,DEL MONASTERIO / CAMINO REAL,638,355422,6310540
L-16-11-NS-10,136.83,0.30,LO BARNECHEA,DEL MONASTERIO / CAMINO REAL,638,355385,6310535
L-16-11-NS-15,92.34,0.25,LO BARNECHEA,GOLF DE MANQUEHUE / CAMINO REAL,638,355365,6310149
L-16-11-SN-20,0.00,67.28,LO BARNECHEA,GOLF DE MANQUEHUE / CAMINO REAL,638,355406,6310110
L-16-11-NS-25,30.89,0.23,LO BARNECHEA,DEL CARRIZA / CAMINO REAL,638,355367,6309864
L-16-11-SN-30,0.00,19.22,LO BARNECHEA,DEL CARRIZA / CAMINO REAL,638,355412,6309828
L-16-11-OP-35,0.00,5.97,LO BARNECHEA,C. DE LA CANADÃ / CAMINO REAL,638,355887,6309570
L-16-11-OP-40,0.23,22.60,LO BARNECHEA,DEL MISIONERO / CAMINO REAL,638,355643,6309564
L-16-11-PO-45,38.03,0.48,LO BARNECHEA,DEL MISIONERO / CAMINO REAL,638,355597,6309539
L-16-10-SN-25,2.34,540.88,LO BARNECHEA,PEDRO LIRA URQUIETA / CAMINO LOS TRAPENSES,639,356452,6310821
L-16-20-NS-50,0.23,199.67,LO BARNECHEA,LA HUALA / PIE ANDINO,639,355327,6311911
L-16-20-SN-55,369.49,0.00,LO BARNECHEA,CAMINO REAL / PIE ANDINO,639,355333,6311836
L-16-10-NS-5,711.04,40.61,LO BARNECHEA,B. DE LOS PÃJAROS / CAMINO LOS TRAPENSES,639,356423,6311481
L-16-10-SN-10,35.45,783.00,LO BARNECHEA,PIE ANDINO / CAMINO LOS TRAPENSES,639,356469,6311452
L-16-10-NS-15,567.20,2.32,LO BARNECHEA,J. LOS TRAPENSES / CAMINO LOS TRAPENSES,639,356430,6311030
L-16-10-SN-20,1.17,58.80,LO BARNECHEA,LA REPRESA / CAMINO LOS TRAPENSES,639,356466,6311012
L-16-10-NS-25,278.78,2.36,LO BARNECHEA,C. DEL SEMBRADOR / CAMINO LOS TRAPENSES,639,356305,6310585
L-16-10-SN-30,1.42,175.18,LO BARNECHEA,LOS QUILLAYES / CAMINO LOS TRAPENSES,639,356346,6310560
L-16-10-NS-35,593.43,10.21,LO BARNECHEA,GOLF DE MANQUEHUE / CAMINO LOS TRAPENSES,639,356130,6310297
L-16-10-SN-40,9.38,651.05,LO BARNECHEA,GOLF DE MANQUEHUE / CAMINO LOS TRAPENSES,639,356166,6310216
L-16-23-PO-4,55.99,0.73,LO BARNECHEA,CERRO LA GREDA / BERNARDO LARRAíN C.,640,358097,6309924
L-16-23-SN-5,0.00,59.22,LO BARNECHEA,LAGUNILLAS / BERNARDO LARRAíN C.,640,357874,6310159
L-16-23-NS-10,69.47,0.72,LO BARNECHEA,PEDRO URQUIETA / BERNARDO LARRAíN C.,640,357823,6310243
L-16-23-SN-15,0.00,32.05,LO BARNECHEA,LOS QUELTEHUES / BERNARDO LARRAíN C.,640,357835,6310426
L-16-23-NS-20,17.04,0.25,LO BARNECHEA,LOS QUELTEHUES / BERNARDO LARRAíN C.,640,357810,6310451
L-16-23-SN-25,0.00,80.21,LO BARNECHEA,PASEO DE ALCALÃ / BERNARDO LARRAíN C.,640,357829,6310801
L-16-23-NS-30,118.83,0.73,LO BARNECHEA,LOS FLAMENCOS / BERNARDO LARRAíN C.,640,357798,6310802
L-16-20-NS-20,140.59,1.71,LO BARNECHEA,BASEL 2 / PIE ANDINO,641,359317,6311089
L-16-20-PO-3,182.42,1.36,LO BARNECHEA,BERNA / PIE ANDINO,641,358738,6311487
L-16-20-OP-5,5.26,175.36,LO BARNECHEA,LA DEHESA / PIE ANDINO,641,358631,6311478
L-16-20-PO-7,88.03,1.45,LO BARNECHEA,BASEL / PIE ANDINO,641,359085,6311456
L-16-20-NS-10,93.52,0.27,LO BARNECHEA,BASEL 1 / PIE ANDINO,641,359289,6311419
L-16-20-SN-15,0.00,144.31,LO BARNECHEA,BERNA / PIE ANDINO,641,359335,6311408
L-16-14-NS-5,190.70,2.51,LO BARNECHEA,BERNA / LA DEHESA,641,358542,6311033
T-16-138-PO-5,88.60,326.96,LO BARNECHEA,PADRE ARTEAGA / RAÃšL LABBé,642,359624,6307490
T-16-138-OP-10,380.37,10.16,LO BARNECHEA,EL RADAL / RAÃšL LABBé,642,358819,6307032
T-16-138-PO-2,112.77,273.65,LO BARNECHEA,MAMPATO / RAÃšL LABBé,642,358689,6306881
T-16-138-PO-4,138.30,1592.27,LO BARNECHEA,LA DEHESA / RAÃšL LABBé,642,359040,6307239
T-16-138-OP-5,119.88,13.23,LO BARNECHEA,CAMINO TURíSTICO / RAÃšL LABBé,642,358606,6306813
L-16-21-OP-5,1872.29,181.70,LO BARNECHEA,LA DEHESA / RAÃšL LABBé,642,359125,6307324
L-16-21-PO-10,17.20,91.67,LO BARNECHEA,SAN LUCAS / RAÃšL LABBé,642,359137,6307252
L-16-21-OP-15,507.66,47.82,LO BARNECHEA,SAN LUCAS / RAÃšL LABBé,642,359406,6307423
L-16-22-NS-5,,,LO BARNECHEA,E. DE BALAGUER 1 / SAN ANTONIO,642,359207,6307077
L-16-14-SN-70,204.37,722.27,LO BARNECHEA,EL RODEO / LA DEHESA,642,358725,6308529
L-16-14-NS-80,183.51,66.28,LO BARNECHEA,BASCUñÃN GUERRERO / LA DEHESA,642,358757,6308345
L-16-14-SN-85,113.92,257.94,LO BARNECHEA,LOS CACTUS / LA DEHESA,642,358817,6308257
L-16-14-NS-90,476.56,155.92,LO BARNECHEA,CDTE. MALBEC / LA DEHESA,642,358827,6307901
L-16-14-SN-95,306.01,543.60,LO BARNECHEA,LA DEHESA / LA DEHESA,642,358863,6307899
L-16-14-NS-100,144.26,94.66,LO BARNECHEA,EL ROBLE / LA DEHESA,642,359002,6307551
L-16-14-SN-105,232.77,500.00,LO BARNECHEA,EL ROBLE / LA DEHESA,642,359053,6307506
L-16-14-NS-110,254.76,513.63,LO BARNECHEA,RAÃšL LABBé / LA DEHESA,642,359075,6307313
L-16-19-NS-20,15.66,102.12,LO BARNECHEA,CDTE. MALBEC / PADRE ALFREDO ARTEAGA,642,359427,6308178
L-16-19-NS-35,570.02,79.96,LO BARNECHEA,4 VIENTOS / PADRE ALFREDO ARTEAGA,642,359492,6307994
L-16-19-NS-40,845.44,205.69,LO BARNECHEA,ROBLES / PADRE ALFREDO ARTEAGA,642,359571,6307709
L-16-19-NS-50,307.82,104.20,LO BARNECHEA,RAÃšL LABBé / PADRE ALFREDO ARTEAGA,642,359629,6307506
L-16-12-PO-10,140.10,259.64,LO BARNECHEA,LA DEHESA / EL RODEO,642,358655,6308551
L-16-12-PO-20,28.92,23.48,LO BARNECHEA,EL ESPINO / EL RODEO,642,358915,6308607
L-16-12-PO-30,1.29,66.99,LO BARNECHEA,LA MEDIALUNA / EL RODEO,642,359196,6308661
L-16-12-OP-35,1.55,0.53,LO BARNECHEA,EL CORREGIDOR / EL RODEO,642,359130,6308660
L-16-13-OP-23,15.38,14.46,LO BARNECHEA,CAM. LA FRAGUA / JOSE ALCALDE DELANO,642,357806,6308368
L-16-13-PO-25,21.66,26.58,LO BARNECHEA,EL PUENTE / JOSé ALCALDE DéLANO,642,358052,6308405
L-16-20-SN-25,0.00,112.42,LO BARNECHEA,BASEL / PIE ANDINO,643,359370,6310979
L-16-20-OP-30,2.73,276.29,LO BARNECHEA,HUINGANAL / PIE ANDINO,643,359756,6310801
L-16-20-PO-35,262.04,2.07,LO BARNECHEA,HUINGANAL / PIE ANDINO,643,359752,6310770
L-16-5-NS-5,140.31,1.17,LO BARNECHEA,C. DEL YUNQUE / CAMINO DE LA FUSTA,643,359433,6310293
L-16-7-SN-5,0.22,117.08,LO BARNECHEA,C. DEL YUNQUE / CAMINO EL HUINGANAL,643,359444,6310247
L-16-7-SN-10,0.00,33.00,LO BARNECHEA,DE LA COSECHA / CAMINO EL HUINGANAL,643,359497,6309966
L-16-7-NS-15,21.35,0.48,LO BARNECHEA,C. DE LA HERRERíA / CAMINO EL HUINGANAL,643,359472,6309960
L-16-7-NS-20,50.92,0.00,LO BARNECHEA,GINO GIRARDI / CAMINO EL HUINGANAL,643,359415,6309744
L-16-9-NS-5,104.06,0.23,LO BARNECHEA,MONTEALTO / CAMINO EL HUINGANAL,643,359671,6310516
L-16-9-SN-5,0.23,18.67,LO BARNECHEA,C. DEL PREGONERO / CAMINO EL HUINGANAL,643,359424,6309676
L-16-9-SN-6,0.22,106.01,LO BARNECHEA,PIE ANDINO / CAMINO EL HUINGANAL,643,359691,6310495
L-16-9-NS-15,109.52,2.01,LO BARNECHEA,CAMINO DEL PREGÓN / CAMINO EL HUINGANAL,643,359533,6309378
L-16-9-NS-25,61.75,3.22,LO BARNECHEA,C. EL CORREGIDOR / CAMINO EL HUINGANAL,643,359453,6309006
L-16-9-NS-30,18.22,24.53,LO BARNECHEA,EL RODEO / CAMINO EL HUINGANAL,643,359461,6308739
T-17-145-PO-5,1770.82,3618.21,LAS CONDES,SAN F. DE ASíS / NUEVA LAS CONDES,644,358803,6306267
T-17-136-PO-60,128.57,951.88,LAS CONDES,CURAMÃVIDA / AV. LAS CONDES,644,357511,6305330
T-17-136-PO-65,0.52,0.25,LAS CONDES,CURAMÃVIDA / AV. LAS CONDES,644,357669,6305510
T-17-136-PO-70,219.90,1564.97,LAS CONDES,U. DEL PACíFICO,644,357849,6305723
T-17-136-PO-75,135.21,1535.72,LAS CONDES,SAN DAMIÃN / AV. LAS CONDES,644,358053,6305918
T-17-136-PO-80,394.19,330.50,LAS CONDES,DUNALASTAIR / AV. LAS CONDES,644,358526,6306169
L-17-35-PO-5,1206.19,1936.50,LAS CONDES,SAN F. DE ASíS / AV. LAS CONDES,644,358796,6306320
L-17-31-SN-15,11.75,41.15,LAS CONDES,LA POSADA / SAN FRANCISCO DE ASíS,644,359151,6305794
L-17-31-SN-20,3.86,4.50,LAS CONDES,LA VIñA / SAN FRANCISCO DE ASíS,644,359234,6305627
T-17-416-NS-5,0.00,1205.18,LAS CONDES,CERRO ABANICO / SAN C. DE APOQUINDO,645,359554,6303530
T-17-147-SN-5,15.31,37.74,LAS CONDES,CAMINO EL ALBA / PAUL HARRIS SUR,645,357013,6302617
T-17-414-SN-5,1.73,156.87,LAS CONDES,LOS PINTORES / CAMINO DEL ALGARROBO,645,357496,6303245
T-17-414-NS-10,78.61,0.44,LAS CONDES,ALTURA 1435 / CAMINO DEL ALGARROBO,645,357527,6303455
T-17-414-SN-10,0.44,70.97,LAS CONDES,ALTURA 1400 / CAMINO DEL ALGARROBO,645,357572,6303446
T-17-414-NS-15,3.05,1.35,LAS CONDES,LOS PINTORES / CAMINO DEL ALGARROBO,645,357447,6303269
T-17-141-OP-3,1.96,2.22,LAS CONDES,VITAL APOQUINDO / CAMINO EL ALBA,645,357354,6303074
T-17-141-PO-10,45.59,100.68,LAS CONDES,PAUL HARRIS / CAMINO EL ALBA,645,356943,6302745
T-17-141-PO-15,0.67,13.37,LAS CONDES,C. DEL ALGARROBO / CAMINO EL ALBA,645,357381,6303048
L-17-38-NS-5,3.28,373.24,LAS CONDES,GENERAL BLANCHE / SAN C. DE APOQUINDO,645,359537,6303353
L-17-28-NS-5,15.62,3.49,LAS CONDES,ANTONIO VALECH / QUEBRADA HONDA NORTE,645,359206,6302878
L-17-32-SN-5,109.28,126.87,LAS CONDES,GENERAL BLANCHE / SAN RAMÓN,645,359297,6303005
L-17-32-NS-10,133.91,98.73,LAS CONDES,QUEBRADA HONDA / SAN RAMÓN,645,359283,6302974
L-17-13-PO-5,49.79,625.73,LAS CONDES,SAN CARLOS DE APOQ. / GENERAL BLANCHE,645,359563,6303146
L-17-3-OP-10,19.34,22.11,LAS CONDES,OBSERVATORIO 2 / CAMINO EL ALBA,645,357012,6302798
L-17-3-OP-15,213.45,6.87,LAS CONDES,OBSERVATORIO 1 / CAMINO EL ALBA,645,357161,6302883
L-17-3-PO-20,15.96,198.86,LAS CONDES,VITAL APOQUINDO / CAMINO EL ALBA,645,357180,6302854
L-17-3-PO-25,12.27,135.65,LAS CONDES,CAMINO MIRASOL / CAMINO EL ALBA,645,357792,6303208
L-17-3-OP-30,244.66,7.63,LAS CONDES,CAMINO MIRASOL / CAMINO EL ALBA,645,357837,6303228
L-17-3-PO-35,8.35,182.78,LAS CONDES,CAMINO LA FUENTE / CAMINO EL ALBA,645,358360,6303160
L-17-3-OP-40,345.46,4.68,LAS CONDES,CAMINO LA FUENTE / CAMINO EL ALBA,645,358394,6303187
L-17-3-PO-45,8.15,315.37,LAS CONDES,CAMINO OTOñAL / CAMINO EL ALBA,645,358655,6303155
L-17-3-OP-50,1080.05,11.88,LAS CONDES,CAMINO OTOñAL / CAMINO EL ALBA,645,358864,6303201
L-17-3-PO-55,27.08,766.65,LAS CONDES,ANTONIO VALECH / CAMINO EL ALBA,645,359055,6303216
L-17-3-OP-60,790.35,7.43,LAS CONDES,CERRO SAN RAMÓN / CAMINO EL ALBA,645,359254,6303281
T-32-319-OP-5,141.38,0.49,PEÑALOLÉN,LAS PERDICES / ANTUPIRéN,646,357329,6294103
T-32-319-PO-5,4.59,76.06,PEÑALOLÉN,CAMINO DEL SOL / ANTUPIRéN,646,357527,6294080
T-32-165-NS-5,54.79,7.39,PEÑALOLÉN,CALLE 3 / LAS PERDICES,646,357398,6294480
T-32-165-SN-5,2.27,14.94,PEÑALOLÉN,AYUDA POPULAR / LAS PERDICES,646,357409,6294465
T-32-165-NS-10,91.96,27.37,PEÑALOLÉN,ANTUPIRéN / LAS PERDICES,646,357276,6294126
T-32-165-SN-10,5.80,101.65,PEÑALOLÉN,GRECIA / LAS PERDICES,646,357434,6294659
L-32-31-SN-10,8.33,13.78,PEÑALOLÉN,GRECIA / LAS PERDICES,646,357418,6294525
L-32-31-SN-20,68.75,60.16,PEÑALOLÉN,ANTUPIRéN / LAS PERDICES,646,357290,6294135
L-32-16-OP-35,88.95,15.83,PEÑALOLÉN,LAS PERDICES / AV. GRECIA,646,357474,6294677
L-32-16-PO-40,184.72,1339.92,PEÑALOLÉN,EL ABANICO / AV. GRECIA,646,357739,6294605
L-32-16-PO-50,51.88,1472.96,PEÑALOLÉN,PABLO NERUDA / AV. GRECIA,646,358000,6294536
L-32-31-SN-25,186.08,3.28,PEÑALOLÉN,QUILíN / LAS PERDICES,647,356659,6292033
L-32-31-SN-30,111.04,1.58,PEÑALOLÉN,AV. DEPARTAMENTAL / LAS PERDICES,647,356812,6290935
L-32-28-PO-45,,,PEÑALOLÉN,LAS PERDICES / QUILíN,647,356592,6292050
T-32-170-NS-42,45.64,117.26,PEÑALOLÉN,AV. EL VALLE / TOBALABA,648,355249,6294486
T-32-170-NS-45,279.94,369.15,PEÑALOLÉN,LAS VIñAS / TOBALABA,648,355215,6294154
T-32-316-OP-5,505.21,162.57,PEÑALOLÉN,LOS LAGOS / LOS PRESIDENTES,648,354658,6293939
T-32-316-OP-10,580.66,293.12,PEÑALOLÉN,CARACAS / LOS PRESIDENTES,648,354393,6294031
T-32-316-OP-15,62.40,42.69,PEÑALOLÉN,HUANCAYO / LOS PRESIDENTES,648,354084,6294139
T-32-316-OP-20,18.17,55.67,PEÑALOLÉN,SANTA MARíA / LOS PRESIDENTES,648,353772,6294242
T-32-317-NS-5,70.48,199.22,PEÑALOLÉN,LOS PRESIDENTES / CARACAS,648,354341,6294061
T-32-317-SN-5,21.01,13.66,PEÑALOLÉN,RíO CHANLELFÃš / CARACAS,648,354431,6294223
L-32-6-NS-5,24.89,91.27,PEÑALOLÉN,VENEZUELA / CARACAS,648,354478,6294494
L-32-23-OP-25,368.61,28.84,PEÑALOLÉN,EL ALMENDRAL / LOS PRESIDENTES,648,354877,6293860
L-32-12-SN-5,110.41,79.96,PEÑALOLÉN,A. SEPÃšLVEDA / DURAZNAL,648,354584,6294756
L-32-15-PO-40,314.15,430.60,PEÑALOLÉN,CARACAS / EL VALLE,648,354491,6294616
L-32-2-PO-50,28.97,180.82,PEÑALOLÉN,PASAJE B / ALEJANDRO SEPÃšLVEDA,648,355078,6294690
L-32-2-PO-55,6.31,37.96,PEÑALOLÉN,TOBALABA / ALEJANDRO SEPÃšLVEDA,648,355276,6294650
L-32-6-SN-5,217.81,91.81,PEÑALOLÉN,EL VALLE / CARACAS,648,354540,6294583
L-32-6-SN-10,142.89,20.92,PEÑALOLÉN,VENEZUELA / CARACAS,648,354502,6294449
L-32-6-NS-15,100.17,172.83,PEÑALOLÉN,BOLíVAR / CARACAS,648,354434,6294295
L-32-6-SN-20,293.74,51.37,PEÑALOLÉN,LAGO RIñIHUE / CARACAS,648,354468,6294293
L-32-2-PO-40,329.64,253.54,PEÑALOLÉN,LAGO PIRIHUEICO / ALEJANDRO SEPÃšLVEDA,648,354741,6294760
L-32-28-PO-15,8.31,140.39,PEÑALOLÉN,EL PASEO / QUILíN,649,354693,6292334
L-32-28-PO-25,4.05,140.35,PEÑALOLÉN,TOBALABA / QUILíN,649,354998,6292274
L-32-19-OP-80,199.88,61.23,PEÑALOLÉN,LOS VERDULEROS / LAS TORRES,649,354678,6291676
