parada/est.metro,Subidas día laboral por parada,Bajadas día Laboral por parada,comuna,Referencia,diseno_777,x,y
T-2-7-PO-30,182.60,88.05,CONCHALI,P. MERCURIO / CALETERA VESPUCIO,15,345379,6305960
T-2-7-PO-35,367.40,54.87,CONCHALI,GAMBINO NORTE / CALETERA VESPUCIO,15,345572,6305879
T-2-7-PO-40,296.40,139.75,CONCHALI,GUANACO / CALETERA VESPUCIO,15,345831,6305754
L-2-5-PO-10,418.78,72.81,CONCHALI,GENERAL GAMBINO / CALLE G,15,345209,6305955
L-2-5-OP-15,83.40,188.87,CONCHALI,JUAN MUñOZ / CALLE G,15,345214,6305968
L-2-5-OP-20,42.67,182.76,CONCHALI,GENERAL GAMBINO / CALLE G,15,345401,6305891
L-2-5-OP-25,37.98,54.37,CONCHALI,RENAICO / CALLE G,15,345659,6305780
L-2-9-NS-1,47.86,15.95,CONCHALI,CAUQUENES / EL GUANACO,15,345790,6305509
L-2-9-NS-2,49.68,106.24,CONCHALI,IGNACIO CARRERA PINTO / EL GUANACO,15,345798,6305297
L-2-13-SN-5,10.92,24.69,CONCHALI,LA PUNTILLA / GENERAL GAMBINO,15,345437,6305801
L-2-13-NS-8,192.30,30.27,CONCHALI,PERALILLO / GENERAL GAMBINO,15,345507,6305340
L-2-13-SN-10,8.16,7.82,CONCHALI,TUCAPEL / GENERAL GAMBINO,15,345484,6305571
L-2-13-NS-15,27.04,6.51,CONCHALI,UNDURRAGA / GENERAL GAMBINO,15,345480,6305520
L-2-24-OP-40,74.15,79.68,CONCHALI,CRISTINA / IGNACIO CARRERA PINTO,15,345282,6305362
L-2-24-OP-60,264.82,324.57,CONCHALI,GENERAL GAMBINO / IGNACIO CARRERA PINTO,15,345544,6305331
T-2-8-SN-35,160.36,852.41,CONCHALI,JOSé MARíA CARO / PDTE. EDUARDO FREI M.,16,342295,6305921
T-2-3-NS-26,123.28,40.71,CONCHALI,AVENAL / AV. INDEPENDENCIA,16,343299,6305676
T-2-3-NS-30,1362.29,242.20,CONCHALI,EL CORTIJO / AV. INDEPENDENCIA,16,343361,6305514
L-2-6-PO-10,193.23,61.67,CONCHALI,LOS ABETOS / CARD. JOSé MARíA CARO,16,342334,6305928
L-2-6-PO-15,93.28,192.65,CONCHALI,LOS ACACIOS / CARD. JOSé MARíA CARO,16,342659,6305936
L-2-6-PO-20,237.55,320.36,CONCHALI,INDEPENDENCIA / CARD. JOSé MARíA CARO,16,343099,6305983
L-2-20-SN-5,15.08,344.37,CONCHALI,JOSé MARíA CARO / LOS ACACIOS,16,342698,6305934
L-2-20-NS-10,185.39,25.74,CONCHALI,LA CONQUISTA / LOS ACACIOS,16,342732,6305832
L-2-20-SN-15,24.11,99.64,CONCHALI,LAS ARAUCARIAS / LOS ACACIOS,16,342825,6305717
L-2-20-NS-20,167.74,22.57,CONCHALI,EMPERADOR / LOS ACACIOS,16,342833,6305653
L-2-20-SN-25,28.06,120.58,CONCHALI,C. DE LOS RíOS / LOS ACACIOS,16,342919,6305553
L-2-20-NS-30,161.84,52.94,CONCHALI,EL CORTIJO / LOS ACACIOS,16,342918,6305498
T-2-8-SN-25,60.08,336.76,CONCHALI,PAS. TRABAJO / PDTE. EDUARDO FREI M.,17,342678,6304940
T-2-8-SN-30,83.13,261.95,CONCHALI,CORTIJO / PDTE. EDUARDO FREI M.,17,342489,6305425
T-2-3-NS-40,,,CONCHALI,EL VERGEL / AV. INDEPENDENCIA,17,343635,6304892
L-2-4-SN-5,54.47,157.34,CONCHALI,EL CORTIJO / BARÓN DE JURAS REALES,17,342858,6305440
L-2-4-NS-10,297.59,26.78,CONCHALI,EL CORTIJO / BARÓN DE JURAS REALES,17,342827,6305433
L-2-4-SN-15,34.32,71.60,CONCHALI,ALBERTO COBO / BARÓN DE JURAS REALES,17,342954,6305188
L-2-4-NS-20,163.25,39.01,CONCHALI,EL TRABAJADOR / BARÓN DE JURAS REALES,17,342946,6305098
L-2-4-SN-25,38.05,129.79,CONCHALI,QUILICURA / BARÓN DE JURAS REALES,17,343040,6304950
L-2-4-NS-30,185.29,26.13,CONCHALI,LAS INDUSTRIAS / BARÓN DE JURAS REALES,17,343032,6304887
L-2-4-NS-35,179.83,33.80,CONCHALI,NUEVA 1 / BARÓN DE JURAS REALES,17,343148,6304643
T-2-3-NS-35,531.04,114.15,CONCHALI,QUILICURA / AV. INDEPENDENCIA,18,343451,6305198
T-2-3-SN-35,16.20,138.15,CONCHALI,JUNCAL / AV. INDEPENDENCIA,18,343601,6304976
T-2-3-SN-40,127.69,435.82,CONCHALI,1 SUR / AV. INDEPENDENCIA,18,343484,6305180
T-2-3-SN-43,290.04,1440.75,CONCHALI,1 NORTE 1 / AV. INDEPENDENCIA,18,343405,6305428
T-2-3-NS-45,1518.45,591.92,CONCHALI,ESTONIA / AV. INDEPENDENCIA,18,343405,6305428
L-2-8-OP-5,,,CONCHALI,INDEPENDENCIA / DIEGO SILVA HENRíQUEZ,18,343739,6304802
L-2-8-PO-10,318.23,110.52,CONCHALI,TUPUNGATO / DIEGO SILVA HENRíQUEZ,18,343824,6304822
L-2-8-OP-15,178.60,379.69,CONCHALI,TUPUNGATO / DIEGO SILVA HENRíQUEZ,18,343861,6304859
L-2-8-PO-20,234.35,61.10,CONCHALI,LOS ANDES / DIEGO SILVA HENRíQUEZ,18,343970,6304848
L-2-8-OP-25,80.97,133.40,CONCHALI,LOS ANDES / DIEGO SILVA HENRíQUEZ,18,343999,6304862
L-2-31-PO-10,94.54,26.35,CONCHALI,TUPUNGATO / LA CORUñA,18,343808,6305598
L-2-35-SN-5,24.40,107.37,CONCHALI,LA CORUñA / TUPUNGATO,18,343830,6305584
L-2-35-NS-10,72.65,16.20,CONCHALI,NAHUELBUTA / TUPUNGATO,18,343829,6305265
L-2-35-SN-15,18.41,32.38,CONCHALI,NAHUELBUTA / TUPUNGATO,18,343842,6305230
L-2-35-NS-20,94.49,90.13,CONCHALI,DIEGO SILVA H. / TUPUNGATO,18,343837,6304855
L-2-28-NS-30,69.82,69.69,CONCHALI,LOS ZAPADORES / ALBERTO GONZÃLEZ,19,344949,6304672
T-2-358-PO-5,119.14,152.09,CONCHALI,JOSé MARíA CARO / DIEGO SILVA HENRíQUEZ,19,344877,6304947
T-2-358-OP-10,114.95,123.33,CONCHALI,LA PALMILLA / DIEGO SILVA HENRíQUEZ,19,344754,6304940
L-2-2-OP-13,30.66,17.94,CONCHALI,VILLA FRANCA / AVIADOR ACEVEDO,19,344797,6303805
L-2-6-NS-95,5.65,9.39,CONCHALI,JOSé MARíA CARO / CARD. JOSé MARíA CARO,19,344469,6305375
L-2-6-NS-100,17.92,23.06,CONCHALI,MAULEON / CARD. JOSé MARíA CARO,19,344651,6305196
L-2-6-SN-105,19.04,21.38,CONCHALI,MAULEON / CARD. JOSé MARíA CARO,19,344689,6305200
L-2-6-SN-110,41.71,30.63,CONCHALI,GASCUñA / CARD. JOSé MARíA CARO,19,344850,6305024
L-2-6-NS-115,9.34,19.95,CONCHALI,DIEGO SILVA H. / CARD. JOSé MARíA CARO,19,344870,6304979
L-2-8-PO-30,203.12,66.25,CONCHALI,PUNTIAGUDO / DIEGO SILVA HENRíQUEZ,19,344214,6304826
L-2-8-OP-35,95.37,169.30,CONCHALI,PUNTIAGUDO / DIEGO SILVA HENRíQUEZ,19,344252,6304847
L-2-8-PO-40,477.71,282.57,CONCHALI,PEDRO FONTOVA / DIEGO SILVA HENRíQUEZ,19,344467,6304852
L-2-8-OP-45,256.62,492.28,CONCHALI,PEDRO FONTOVA / DIEGO SILVA HENRíQUEZ,19,344504,6304883
L-2-8-PO-50,288.70,85.60,CONCHALI,LA PALMILLA / DIEGO SILVA HENRíQUEZ,19,344630,6304890
L-2-19-SN-5,27.23,120.89,CONCHALI,DIEGO SILVA H. / LA PALMILLA,19,344652,6304886
L-2-19-NS-10,142.44,52.98,CONCHALI,PERPIGNÓN / LA PALMILLA,19,344693,6304646
L-2-19-NS-12,91.34,81.69,CONCHALI,PAMPLONA / LA PALMILLA,19,344739,6304400
L-2-19-NS-14,95.90,48.96,CONCHALI,TENIENTE YÃVAR / LA PALMILLA,19,344803,6304133
L-2-19-NS-25,191.32,78.83,CONCHALI,SAN FERNANDO / LA PALMILLA,19,344858,6303908
L-2-23-NS-45,122.87,32.67,CONCHALI,LANíN / PEDRO FONTOVA,19,344434,6305080
L-2-23-SN-50,69.34,123.86,CONCHALI,LANíN / PEDRO FONTOVA,19,344461,6305061
L-2-23-NS-55,298.12,165.13,CONCHALI,DIEGO SILVA H. / PEDRO FONTOVA,19,344471,6304882
L-2-23-SN-60,82.95,359.60,CONCHALI,DIEGO SILVA H. / PEDRO FONTOVA,19,344502,6304852
L-2-23-NS-65,126.79,35.17,CONCHALI,GARONA / PEDRO FONTOVA,19,344537,6304604
L-2-23-SN-70,51.18,108.19,CONCHALI,TARBEN / PEDRO FONTOVA,19,344566,6304585
L-2-23-NS-75,232.49,97.86,CONCHALI,VASCONGADOS / PEDRO FONTOVA,19,344604,6304330
L-2-23-SN-80,88.56,178.10,CONCHALI,PAMPLONA / PEDRO FONTOVA,19,344630,6304313
L-2-23-SN-85,34.02,101.08,CONCHALI,EIBAR / PEDRO FONTOVA,19,344668,6304130
L-2-23-NS-90,124.34,21.82,CONCHALI,TENIENTE YÃVAR / PEDRO FONTOVA,19,344651,6304127
L-2-24-PO-10,27.46,30.23,CONCHALI,JOHNSON / IGNACIO CARRERA PINTO,19,344725,6305372
L-2-28-NS-10,51.64,135.63,CONCHALI,GASCUñA / ALBERTO GONZÃLEZ,19,344821,6305194
L-2-28-NS-20,58.88,126.70,CONCHALI,JOSé MARíA CARO / ALBERTO GONZÃLEZ,19,344872,6305014
T-2-358-OP-5,148.88,215.96,CONCHALI,GENERAL GAMBINO / DIEGO SILVA HENRíQUEZ,20,345561,6304906
T-2-358-PO-10,375.01,145.32,CONCHALI,EL GUANACO / DIEGO SILVA HENRíQUEZ,20,345825,6304870
T-2-358-OP-2,78.57,117.30,CONCHALI,ARMANDO CARRERA / DIEGO SILVA HENRíQUEZ,20,345724,6304892
L-2-8-OP-55,205.22,213.95,CONCHALI,IRMA / DIEGO SILVA HENRíQUEZ,20,345020,6304935
L-2-8-PO-60,137.91,128.11,CONCHALI,INéS DE SUAREZ / DIEGO SILVA HENRíQUEZ,20,345076,6304912
L-2-8-PO-65,237.58,122.55,CONCHALI,ZARAGOZA / DIEGO SILVA HENRíQUEZ,20,345334,6304895
L-2-8-OP-70,165.27,188.88,CONCHALI,MERCEDES / DIEGO SILVA HENRíQUEZ,20,345343,6304912
L-2-8-PO-75,303.48,183.16,CONCHALI,GENERAL GAMBINO / DIEGO SILVA HENRíQUEZ,20,345489,6304883
L-2-9-NS-5,47.75,23.03,CONCHALI,BENJAMíN QUEZADA / EL GUANACO,20,345829,6305043
L-2-9-NS-10,66.20,55.35,CONCHALI,DIEGO SILVA H. / EL GUANACO,20,345833,6304894
L-2-13-SN-20,11.01,41.76,CONCHALI,DIEGO SILVA H. / GENERAL GAMBINO,20,345535,6304873
L-2-13-NS-25,4.65,14.37,CONCHALI,LOS ZAPADORES / GENERAL GAMBINO,20,345525,6304645
L-2-13-SN-30,45.73,35.08,CONCHALI,LOS ZAPADORES / GENERAL GAMBINO,20,345544,6304642
L-2-21-OP-55,24.11,186.14,CONCHALI,ALBERTO GONZÃLEZ / LOS ZAPADORES,20,344976,6304650
L-2-21-OP-65,27.08,189.01,CONCHALI,JAVIERA CARRERA / LOS ZAPADORES,20,345148,6304656
L-2-21-OP-75,31.54,233.17,CONCHALI,OVIEDO / LOS ZAPADORES,20,345481,6304637
L-2-21-OP-85,14.20,69.18,CONCHALI,DERLINDA ARAYA / LOS ZAPADORES,20,345705,6304623
L-2-24-PO-20,26.06,33.21,CONCHALI,LAURA / IGNACIO CARRERA PINTO,20,344937,6305351
L-2-24-OP-25,139.12,197.30,CONCHALI,MERCURIO / IGNACIO CARRERA PINTO,20,344951,6305367
L-2-24-PO-30,239.10,138.45,CONCHALI,JUAN MUñOZ / IGNACIO CARRERA PINTO,20,345127,6305344
L-2-24-OP-35,106.54,185.80,CONCHALI,JUAN MUñOZ / IGNACIO CARRERA PINTO,20,345149,6305361
L-2-24-PO-45,14.58,17.60,CONCHALI,MERCEDES / IGNACIO CARRERA PINTO,20,345292,6305347
L-2-24-PO-50,223.50,159.24,CONCHALI,GENERAL GAMBINO / IGNACIO CARRERA PINTO,20,345505,6305307
L-2-24-PO-65,268.46,135.66,CONCHALI,GUANACO / IGNACIO CARRERA PINTO,20,345800,6305261
L-2-26-SN-5,1.42,15.25,CONCHALI,DIEGO SILVA H. / SANDINO,20,345136,6304887
L-2-26-NS-10,3.52,23.83,CONCHALI,INéS DE SUAREZ / SANDINO,20,345170,6304682
L-2-28-SN-5,257.83,135.80,CONCHALI,IGNACIO CARRERA / ALBERTO GONZÃLEZ,20,344809,6305355
L-2-28-SN-15,69.52,23.00,CONCHALI,GASCUñA / ALBERTO GONZÃLEZ,20,344853,6305176
L-2-28-SN-25,152.25,87.05,CONCHALI,MARGOT / ALBERTO GONZÃLEZ,20,344889,6304995
T-2-8-SN-15,18.50,127.54,CONCHALI,EL OLIVO 2 / PDTE. EDUARDO FREI M.,21,343182,6303616
T-2-8-SN-17,59.57,84.60,CONCHALI,UNIÓN / PDTE. EDUARDO FREI M.,21,343067,6303832
T-2-8-SN-20,455.97,1053.89,CONCHALI,LOS ZAPADORES / PDTE. EDUARDO FREI M.,21,342885,6304207
L-2-4-SN-40,28.56,88.50,CONCHALI,CAMPANARIO / BARÓN DE JURAS REALES,21,343221,6304609
L-2-4-NS-45,185.60,69.18,CONCHALI,LOS ZAPADORES / BARÓN DE JURAS REALES,21,343266,6304432
L-2-4-SN-50,41.07,163.88,CONCHALI,LOS ZAPADORES / BARÓN DE JURAS REALES,21,343313,6304402
L-2-4-NS-55,245.16,48.70,CONCHALI,PARRAL / BARÓN DE JURAS REALES,21,343384,6304166
L-2-4-NS-65,185.52,35.32,CONCHALI,6 NORTE / BARÓN DE JURAS REALES,21,343449,6303966
L-2-4-NS-75,298.15,66.54,CONCHALI,EL OLIVO / BARÓN DE JURAS REALES,21,343518,6303799
L-2-21-OP-5,90.84,202.01,CONCHALI,PANAMERICANA / LOS ZAPADORES,21,342935,6304260
L-2-21-PO-10,44.67,1.22,CONCHALI,1 PONIENTE / LOS ZAPADORES,21,343111,6304297
L-2-21-PO-15,124.01,17.39,CONCHALI,BARÓN DE JURAS R. / LOS ZAPADORES,21,343276,6304391
T-2-3-NS-50,588.92,94.06,CONCHALI,MÓDULO LUNAR 1 / AV. INDEPENDENCIA,22,343889,6304469
L-2-4-SN-60,52.00,141.53,CONCHALI,PARRAL / BARÓN DE JURAS REALES,22,343434,6304126
L-2-4-SN-70,33.58,93.23,CONCHALI,6 NORTE / BARÓN DE JURAS REALES,22,343474,6303947
L-2-21-OP-20,37.83,172.25,CONCHALI,BARÓN DE JURAS R. / LOS ZAPADORES,22,343313,6304448
L-2-21-PO-25,143.68,21.86,CONCHALI,VíCTOR GONZÃLEZ / LOS ZAPADORES,22,343530,6304515
L-2-21-OP-30,8.25,35.34,CONCHALI,CARTAGENA / LOS ZAPADORES,22,343562,6304562
L-2-21-OP-35,128.07,225.12,CONCHALI,LOS VILOS / LOS ZAPADORES,22,343734,6304645
L-2-21-PO-40,43.47,137.21,CONCHALI,FERMíN VIVACETA / LOS ZAPADORES,22,343755,6304618
T-2-9-PO-10,376.62,1429.59,CONCHALI,INDEPENDENCIA / DORSAL,23,344697,6303310
T-2-3-SN-10,468.39,732.31,CONCHALI,NEGRETE / AV. INDEPENDENCIA,23,344540,6303571
T-2-3-SN-15,331.02,1206.86,CONCHALI,TENIENTE PONCE 2 / AV. INDEPENDENCIA,23,344373,6303840
T-2-3-SN-18,643.42,1794.48,CONCHALI,ELCIRA ESPINOZA 1 / AV. INDEPENDENCIA,23,344205,6304147
T-2-3-SN-25,97.98,306.36,CONCHALI,DOCTOR ASENJO / AV. INDEPENDENCIA,23,344009,6304415
T-2-3-SN-27,,,CONCHALI,PARADA 4 / ZAPADORES - INDEPENDENCIA,23,343888,6304590
T-2-3-SN-30,,,CONCHALI,PARADA 2 / ZAPADORES - INDEPENDENCIA,23,343835,6304664
T-2-3-NS-55,1510.60,553.61,CONCHALI,EL OLIVO / AV. INDEPENDENCIA,23,344174,6304160
T-2-3-NS-60,1193.84,337.02,CONCHALI,TENIENTE PONCE / AV. INDEPENDENCIA,23,344348,6303861
T-2-3-NS-65,780.21,396.17,CONCHALI,NEGRETE / AV. INDEPENDENCIA,23,344547,6303539
T-2-3-NS-70,2520.18,1736.51,CONCHALI,DORSAL / AV. INDEPENDENCIA,23,344704,6303376
L-2-23-SN-95,38.84,103.98,CONCHALI,TTE. PONCE / PEDRO FONTOVA,23,344699,6303948
L-2-29-NS-10,25.33,15.30,CONCHALI,14 DE LA FAMA / FERMíN VIVACETA,23,344483,6303163
L-2-37-PO-10,72.59,180.48,CONCHALI,PARADA 6 / DORSAL - INDEPENDENCIA,23,344713,6303320
L-2-19-SN-11,92.46,98.48,CONCHALI,LOS ZAPADORES / LA PALMILLA,24,344712,6304620
L-2-19-SN-13,99.18,103.83,CONCHALI,PAMPLONA / LA PALMILLA,24,344781,6304345
L-2-21-OP-45,43.81,191.07,CONCHALI,LA PALMILLA / LOS ZAPADORES,24,344717,6304649
L-2-21-PO-50,260.59,120.96,CONCHALI,ALBERTO GONZÃLEZ / LOS ZAPADORES,24,344955,6304634
L-2-21-PO-60,231.77,22.05,CONCHALI,GENERAL SANDINO / LOS ZAPADORES,24,345137,6304634
L-2-34-OP-5,24.27,144.56,CONCHALI,LA PALMILLA / TENIENTE PONCE,24,344867,6304050
L-2-34-OP-10,21.12,87.30,CONCHALI,ALBERTO GONZÃLEZ / TENIENTE PONCE,24,345081,6304101
T-2-9-OP-10,191.33,363.77,CONCHALI,ARAGUAYAS / DORSAL,25,345483,6303537
L-2-6-SN-118,29.53,24.43,CONCHALI,LOS ZAPADORES / CARD. JOSé MARíA CARO,25,345242,6304605
L-2-6-NS-120,8.90,9.75,CONCHALI,ISLA NEGRA / CARD. JOSé MARíA CARO,25,345242,6304576
L-2-6-NS-125,35.87,10.84,CONCHALI,LAS TORPEDERAS / CARD. JOSé MARíA CARO,25,345401,6304425
L-2-6-SN-130,11.93,11.37,CONCHALI,LAS TORPEDERAS / CARD. JOSé MARíA CARO,25,345424,6304422
L-2-6-NS-135,11.25,37.79,CONCHALI,GENERAL GAMBINO / CARD. JOSé MARíA CARO,25,345541,6304292
L-2-6-OP-145,28.83,13.81,CONCHALI,GENERAL GAMBINO / CARD. JOSé MARíA CARO,25,345584,6304283
L-2-6-NS-150,3.34,9.50,CONCHALI,RíO RíMAC / CARD. JOSé MARíA CARO,25,345729,6304187
L-2-6-SN-155,8.45,8.03,CONCHALI,C. PAINAHUALA / CARD. JOSé MARíA CARO,25,345744,6304194
L-2-6-NS-160,8.18,13.21,CONCHALI,EL GUANACO / CARD. JOSé MARíA CARO,25,345856,6304047
L-2-9-NS-20,43.16,40.62,CONCHALI,LEMO LENO / EL GUANACO,25,345844,6304342
L-2-9-NS-30,138.65,111.91,CONCHALI,DORSAL / EL GUANACO,25,345835,6303634
L-2-13-SN-35,10.39,17.15,CONCHALI,BOSQUE DE ARAUCO / GENERAL GAMBINO,25,345554,6304476
L-2-13-NS-40,13.79,3.83,CONCHALI,EL TABO / GENERAL GAMBINO,25,345537,6304476
L-2-13-SN-45,20.49,15.12,CONCHALI,JOSé MARíA CARO / GENERAL GAMBINO,25,345567,6304238
L-2-13-SN-47,75.18,51.45,CONCHALI,RíO MADEIRA / GENERAL GAMBINO,25,345580,6304097
L-2-13-NS-50,54.55,14.55,CONCHALI,SAN FERNANDO / GENERAL GAMBINO,25,345574,6303963
L-2-13-SN-55,153.00,275.30,CONCHALI,RíO IGUAZÃš / GENERAL GAMBINO,25,345596,6303935
L-2-21-PO-80,215.39,45.19,CONCHALI,GENERAL GAMBINO / LOS ZAPADORES,25,345514,6304612
L-2-21-PO-90,112.26,8.18,CONCHALI,JAVIER SOLíS / LOS ZAPADORES,25,345706,6304598
L-2-21-PO-95,98.15,31.87,CONCHALI,EL GUANACO / LOS ZAPADORES,25,345851,6304587
L-2-27-PO-5,111.77,63.91,CONCHALI,GUANACO / URMENETA,25,345829,6303848
L-2-27-OP-10,92.35,127.12,CONCHALI,FUERTE BULNES / URMENETA,25,345836,6303862
L-2-32-OP-5,10.98,32.91,CONCHALI,GENERAL SANDINO / RíO MADEIRA,25,345303,6304149
L-2-32-OP-10,17.32,14.65,CONCHALI,MANANTIALES / RíO MADEIRA,25,345421,6304122
L-2-33-PO-15,259.10,47.52,CONCHALI,GENERAL GAMBINO / SAN FERNANDO,25,345562,6303935
T-2-8-SN-10,23.07,331.87,CONCHALI,EL OLIVO 1 / PDTE. EDUARDO FREI M.,26,343331,6303332
L-2-4-SN-80,67.88,179.27,CONCHALI,EL OLIVO / BARÓN DE JURAS REALES,26,343551,6303782
L-2-4-NS-85,239.07,52.52,CONCHALI,MEDITERRÃNEO / BARÓN DE JURAS REALES,26,343609,6303594
L-2-4-SN-90,82.94,171.58,CONCHALI,AVIADOR ZAñARTU / BARÓN DE JURAS REALES,26,343648,6303590
L-2-4-PO-95,280.87,99.37,CONCHALI,SANTA INéS / BARÓN DE JURAS REALES,26,343746,6303423
T-2-9-OP-15,272.96,231.70,CONCHALI,CENCERRO / DORSAL,27,345152,6303469
T-2-9-PO-15,294.69,92.57,CONCHALI,LA PALMILLA / DORSAL,27,345039,6303436
T-2-9-OP-20,1165.95,1628.94,CONCHALI,PARADA 2 / DORSAL - INDEPENDENCIA,27,344773,6303387
T-2-9-PO-20,615.61,119.42,CONCHALI,HINOJOSA / DORSAL,27,345397,6303512
T-2-9-PO-25,395.39,203.50,CONCHALI,EL GUANACO / DORSAL,27,345803,6303592
T-2-3-SN-3,,,CONCHALI,AV. DORSAL / AV. INDEPENDENCIA,27,344779,6303319
T-2-3-SN-5,1282.90,1735.82,CONCHALI,PARADA 1 / DORSAL - INDEPENDENCIA,27,344706,6303388
L-2-38-SN-5,451.67,555.15,CONCHALI,AV. DORSAL / AV. INDEPENDENCIA,27,344776,6303329
L-2-2-PO-15,13.93,28.04,CONCHALI,LA PALMILLA / AVIADOR ACEVEDO,27,344879,6303784
L-2-9-NS-35,62.85,51.97,CONCHALI,EL ZAPATA / EL GUANACO,27,345825,6303436
L-2-19-NS-15,49.58,48.62,CONCHALI,NEPTUNO / LA PALMILLA,27,344924,6303633
L-2-19-SN-18,103.17,63.55,CONCHALI,NEPTUNO / LA PALMILLA,27,344936,6303629
L-2-19-NS-20,42.72,37.72,CONCHALI,DORSAL / LA PALMILLA,27,344959,6303468
L-2-33-PO-5,301.68,16.73,CONCHALI,ALBERTO GONZÃLEZ / SAN FERNANDO,27,345090,6303899
L-2-4-OP-100,105.76,178.83,CONCHALI,SANTA INéS / BARÓN DE JURAS REALES,28,343824,6303412
L-2-4-NS-105,115.63,50.49,CONCHALI,ZEUS / BARÓN DE JURAS REALES,28,343914,6303328
L-2-4-SN-110,36.97,92.76,CONCHALI,EL LUCERO / BARÓN DE JURAS REALES,28,343962,6303288
T-3-19-NS-5,1833.78,6.26,HUECHURABA,JACARANDÃ / AV. RECOLETA,30,348152,6307316
T-3-19-NS-10,1217.28,14.30,HUECHURABA,LOS NOGALES / AV. RECOLETA,30,348072,6307073
T-3-19-NS-15,1368.12,18.68,HUECHURABA,LOS CEREZOS / AV. RECOLETA,30,348011,6306893
T-3-19-NS-20,1102.68,31.22,HUECHURABA,DEL PINCOY / AV. RECOLETA,30,347942,6306680
T-3-19-SN-35,7.52,1189.50,HUECHURABA,LOS CEREZOS / AV. RECOLETA,30,348015,6306869
T-3-19-SN-37,4.62,829.39,HUECHURABA,LOS NOGALES / AV. RECOLETA,30,348086,6307071
T-3-19-SN-40,0.48,544.15,HUECHURABA,EL JACARANDÃ / AV. RECOLETA,30,348135,6307220
T-3-19-SN-45,0.00,963.38,HUECHURABA,LOS HELECHOS / AV. RECOLETA,30,348185,6307368
T-3-19-NS-30,1114.65,452.41,HUECHURABA,CONSULT. LA PINCOYA / AV. RECOLETA,31,347758,6306110
L-3-4-OP-5,2.73,31.56,HUECHURABA,PEDRO AGUIRRE C. / DEL PINCOY,31,347525,6306891
L-3-4-PO-10,31.02,1.55,HUECHURABA,GUAYALOLéN / DEL PINCOY,31,347762,6306702
L-3-4-OP-15,2.22,20.27,HUECHURABA,GUAYALOLéN / DEL PINCOY,31,347794,6306701
L-3-7-OP-10,0.49,30.61,HUECHURABA,CACHAPOAL / GUILLERMO SUBIABRE,31,347138,6306238
L-3-7-OP-20,0.24,11.75,HUECHURABA,PEDRO AGUIRRE C. / GUILLERMO SUBIABRE,31,347285,6306215
L-3-7-OP-30,0.74,14.81,HUECHURABA,AV. RECOLETA / GUILLERMO SUBIABRE,31,347515,6306194
L-3-20-SN-5,86.16,2.67,HUECHURABA,DEL PINCOY / PEDRO AGUIRRE CERDA,31,347515,6306865
L-3-20-NS-10,1.74,27.42,HUECHURABA,LA PINCOYA / PEDRO AGUIRRE CERDA,31,347434,6306674
L-3-20-SN-15,65.14,1.27,HUECHURABA,LA PINCOYA / PEDRO AGUIRRE CERDA,31,347450,6306645
L-3-20-NS-20,0.50,13.68,HUECHURABA,LIBERTADORES / PEDRO AGUIRRE CERDA,31,347303,6306411
L-3-20-SN-25,34.01,0.24,HUECHURABA,LIBERTADORES / PEDRO AGUIRRE CERDA,31,347321,6306383
T-3-434-OP-5,149.90,71.16,HUECHURABA,LAS DALIAS / CAMINO AL BOSQUE DE S.,32,349053,6305487
T-3-434-OP-10,105.40,41.84,HUECHURABA,LAS GILAS / CAMINO AL BOSQUE DE S.,32,348847,6305683
T-3-434-OP-15,127.99,67.46,HUECHURABA,SALVADOR ALLENDE / CAMINO AL BOSQUE DE S.,32,348660,6305715
L-3-2-OP-30,283.88,125.44,HUECHURABA,REP. YUGOSLAVIA / CAMINO AL BOSQUE DE S.,32,348508,6305779
L-3-3-NS-5,35.04,1.24,HUECHURABA,PJE. LOS GOMEROS / CAMINO LA PIRÃMIDE,32,349414,6305430
L-3-3-NS-10,79.72,41.24,HUECHURABA,BOSQUE SANTIAGO / CAMINO LA PIRÃMIDE,32,349283,6305296
L-3-12-OP-5,21.44,28.62,HUECHURABA,SALVADOR ALLENDE / LAS PETUNIAS,32,348766,6305893
L-3-12-PO-5,40.44,13.76,HUECHURABA,LAS ARALIAS / LAS PETUNIAS,32,348785,6305862
L-3-12-OP-10,17.32,71.84,HUECHURABA,LAS ENCINAS / LAS PETUNIAS,32,349187,6305715
L-3-12-PO-10,89.98,35.70,HUECHURABA,LAS ENCINAS / LAS PETUNIAS,32,349121,6305722
L-3-12-OP-15,27.19,102.35,HUECHURABA,EL PEUMO / LAS PETUNIAS,32,349515,6305651
L-3-12-PO-15,208.94,17.39,HUECHURABA,C. LA PIRÃMIDE / LAS PETUNIAS,32,349498,6305632
L-3-19-NS-5,16.25,23.43,HUECHURABA,CAMINO AL BOSQUE / PDTE. SALVADOR ALLENDE,32,348648,6305726
T-3-19-NS-35,1645.13,853.48,HUECHURABA,CARLOS AGUIRRE L. / AV. RECOLETA,33,347689,6305899
T-3-19-NS-40,1065.48,391.67,HUECHURABA,JOAQUíN AGUIRRE L. / AV. RECOLETA,33,347604,6305632
T-3-19-NS-45,832.41,144.89,HUECHURABA,INDUSTRIALES / AV. RECOLETA,33,347489,6305286
T-3-12-OP-30,2042.61,2698.80,HUECHURABA,PARADA 11 / (M) VESPUCIO NORTE,33,347073,6305274
